         MJD         m       dm    uJy  duJy F  err  chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs    Mask
58963.286401 11.804058      NaN -24661 22975 c    0   1.42 105.8277 23.02908  8005.88  7258.33 3.36 3.16  34.7 -0.369    12.62 14.06 02a58963o0134c 8388610
58987.244422 18.786693      NaN    -16    37 c    0   0.98 105.8277 23.02908  8814.04  3573.67 2.67 2.64  18.0 -0.360    18.17 18.96 02a58987o0025c       0
58987.247630 18.786693      NaN     26    26 c    0   1.20 105.8277 23.02908  8794.34  3532.43 2.75 2.66  24.2 -0.363    18.57 19.51 02a58987o0032c       0
58987.254525 19.569016      NaN    -15    18 c    0   0.99 105.8277 23.02908  8853.16  3609.72 2.76 2.72 -18.9 -0.356    18.95 20.09 02a58987o0047c       0
58987.264639 19.766969      NaN    -30    15 c    0   1.20 105.8277 23.02908  8874.00  3491.26 2.68 2.59 -38.3 -0.369    19.01 20.23 02a58987o0069c       0
59119.595555 19.766969      NaN      2    12 c    0   0.73 105.8277 23.02908  6365.55  1126.79 2.47 2.30 -67.5 -0.405    19.48 21.21 02a59119o0807c       0
59119.599246 20.207197      NaN     -7    10 c    0   0.91 105.8277 23.02908  6384.46  1165.63 2.42 2.28 -65.0 -0.409    19.55 21.22 02a59119o0815c       0
59119.606635 19.609992      NaN     15    10 c    0   1.32 105.8277 23.02908  6327.24  1087.86 2.43 2.30 -69.7 -0.405    19.52 21.14 02a59119o0831c       0
59119.623411 19.766969      NaN    -32    15 c    0   0.92 105.8277 23.02908  6304.77  1206.21 2.40 2.28 -73.1 -0.404    19.15 20.73 02a59119o0867c       0
59139.585830 18.640491      NaN     54    22 c    0   1.47 105.8277 23.02908  1695.64  5064.95 2.44 2.28  48.1 -0.417    18.53 20.08 02a59139o0818c       0
59139.589038 17.479496      NaN    108    85 c    0   1.08 105.8277 23.02908  1714.63  5104.24 2.42 2.26  47.4 -0.420    17.08 18.62 02a59139o0825c       2
59139.594530 19.115465      NaN     15    20 c    0   1.12 105.8277 23.02908  1655.67  5026.88 2.44 2.31  45.6 -0.413    18.97 20.57 02a59139o0837c       0
59139.605494 18.550302      NaN     -7    46 c    0   1.26 105.8277 23.02908  1636.33  5143.59 2.41 2.24  42.4 -0.421    18.01 19.51 02a59139o0860c       0
59147.558792 20.207197      NaN    -13    10 c    0   0.98 105.8277 23.02908  7048.87  9081.34 2.55 2.39  40.2 -0.401    19.72 21.40 02a59147o0723c       0
59147.561994 20.207197      NaN     -9    10 c    0   1.18 105.8277 23.02908  7069.98  9120.14 2.53 2.42  39.0 -0.403    19.69 21.40 02a59147o0730c       0
59147.565234 19.950541      NaN      1    10 c    0   1.08 105.8277 23.02908  7010.45  9042.82 2.55 2.42  43.3 -0.399    19.66 21.40 02a59147o0737c       0
59147.570274 20.207197      NaN     -8    10 c    0   0.79 105.8277 23.02908  6989.60  9159.92 2.57 2.39  40.3 -0.399    19.69 21.42 02a59147o0748c       0
59175.608775 19.979496      NaN     -3    11 c    0   1.07 105.8277 23.02908  4628.23  3241.54 2.38 2.33 -62.3 -0.399    19.49 21.14 02a59175o0076c       0
59175.611975 19.894850      NaN      3    10 c    0   1.18 105.8277 23.02908  4611.10  3199.06 2.44 2.39 -67.1 -0.400    19.46 21.15 02a59175o0083c       0
59175.617093 19.868040      NaN      1    11 c    0   0.84 105.8277 23.02908  4670.01  3276.05 2.33 2.25 -69.7 -0.402    19.55 21.17 02a59175o0094c       0
59175.631418 20.321591      NaN    -20     9 c    0   1.87 105.8277 23.02908  4691.05  3157.58 2.37 2.33 -89.8 -0.401    19.48 21.09 02a59175o0124c       0
59192.457202 20.207197      NaN    -14    10 c    0   1.28 105.8277 23.02908  1775.15  6998.50 2.50 2.46 -66.1 -0.411    19.67 21.63 02a59192o0591c       0
59192.478815 20.321591      NaN    -19     9 c    0   1.49 105.8277 23.02908  1803.70  7043.64 2.45 2.45 -45.2 -0.411    19.70 21.64 02a59192o0633c       0
59192.482946 20.207197      NaN    -27    10 c    0   1.16 105.8277 23.02908  1747.98  6965.62 2.48 2.44 -80.8 -0.414    19.69 21.61 02a59192o0642c       0
59192.489253 20.171596      NaN     -6    10 c    0   1.27 105.8277 23.02908  1727.37  7082.46 2.50 2.45 -76.7 -0.412    19.65 21.52 02a59192o0655c       0
59195.503503 20.009244      NaN     -9    12 c    0   0.80 105.8277 23.02908  6103.12  9345.39 2.79 2.76  54.8 -0.390    19.65 21.76 02a59195o0684c       0
59195.507007 20.137125      NaN     -2     9 c    0   1.47 105.8277 23.02908  6083.73  9306.70 2.75 2.68  43.7 -0.392    19.66 21.63 02a59195o0690c       0
59195.537473 19.652575      NaN      7    12 c    0   0.76 105.8277 23.02908  6136.44  9386.46 2.86 2.79  80.8 -0.392    19.67 21.61 02a59195o0754c       0
59195.542607 20.137125      NaN     -5    10 c    0   0.91 105.8277 23.02908  6158.36  9271.74 2.71 2.65  33.8 -0.396    19.69 21.61 02a59195o0763c       0
59197.407576 20.321591      NaN     -4     8 c    0   1.43 105.8277 23.02908  4112.27  7489.35 2.57 2.47 -70.1 -0.370    19.69 21.65 01a59197o0307c       0
59197.409417 19.979496      NaN      6     8 c    0   1.13 105.8277 23.02908  4092.65  7449.31 2.72 2.47 -63.5 -0.376    19.69 21.65 01a59197o0311c       0
59197.412180 19.922338      NaN      8     8 c    0   0.93 105.8277 23.02908  4150.21  7526.02 2.68 2.48 -62.5 -0.375    19.72 21.66 01a59197o0317c       0
59197.418633 20.103715      NaN      2     8 c    0   0.96 105.8277 23.02908  4169.40  7409.03 2.60 2.42 -77.9 -0.367    19.75 21.69 01a59197o0331c       0
59205.492119 20.103715      NaN     -1     9 c    0   0.61 105.8277 23.02908  3700.88  6938.84 2.34 2.26 -62.9 -0.385    19.88 21.57 01a59205o0585c       0
59205.495345 20.449472      NaN    -11     8 c    0   0.89 105.8277 23.02908  3722.98  6978.23 2.41 2.25 -75.7 -0.384    19.85 21.56 01a59205o0592c       0
59205.522571 20.405150      NaN     -6     8 c    0   1.17 105.8277 23.02908  3671.37  6898.41 2.38 2.21 -75.8 -0.391    19.87 21.53 01a59205o0647c       0
59205.529068 20.171596      NaN     -3     9 c    0   0.99 105.8277 23.02908  3652.63  7012.71 2.38 2.26 -26.8 -0.389    19.66 21.70 01a59205o0660c       0
59221.381020 20.405150      NaN     -6     8 c    0   0.92 105.8277 23.02908  2724.53  5269.30 2.49 2.31   6.9 -0.394    19.75 21.66 01a59221o0396c       0
59221.416264 20.449472      NaN     -9     8 c    0   1.41 105.8277 23.02908  7821.84  5311.08 2.63 2.45 -68.1 -0.389    19.80 21.69 01a59221o0468c       0
59221.424162 20.594452      NaN     -8     7 c    0   1.31 105.8277 23.02908  2761.38  5316.80 2.68 2.36  -5.7 -0.384    19.71 21.69 01a59221o0484c       0
59221.446209 20.039830      NaN     -2    10 c    0   0.83 105.8277 23.02908  7753.22  5343.06 2.59 2.53 -73.0 -0.378    19.78 21.70 01a59221o0528c       0
59223.383405 19.510313      NaN      2    16 c    0   1.03 105.8277 23.02908  5096.99  9175.21 2.62 2.47 -61.9 -0.405    19.14 20.86 02a59223o0396c       0
59223.386176 19.766969      NaN     -7    15 c    0   0.78 105.8277 23.02908  5117.05  9213.76 2.64 2.49 -57.9 -0.398    19.37 21.19 02a59223o0402c       0
59223.390293 20.103715      NaN    -20    11 c    0   0.92 105.8277 23.02908  5058.82  9135.74 2.68 2.53 -57.9 -0.392    19.64 21.47 02a59223o0411c       0
59223.395713 19.922338      NaN     -7    13 c    0   0.93 105.8277 23.02908  5039.92  9254.54 2.76 2.71 -60.1 -0.392    19.49 21.40 02a59223o0422c       0
59227.437183 17.482434      NaN     32   110 c    0   1.15 105.8277 23.02908   773.18  5382.73 2.34 2.24 -55.0 -0.427    16.97 18.78 02a59227o0482c       2
59227.579361 19.841877      NaN      2    11 c    0   0.87 105.8277 23.02908   749.42  5345.43 2.80 2.52  14.3 -0.374    19.44 21.38 02a59227o0491c       0
59227.582563 20.137125      NaN     -5    10 c    0   1.29 105.8277 23.02908   809.24  5420.14 2.68 2.54  -2.7 -0.387    19.47 21.35 02a59227o0498c       0
59227.588080 19.816329      NaN      9     9 c    0   1.33 105.8277 23.02908   827.59  5303.82 2.50 2.45  23.8 -0.399    19.52 21.36 02a59227o0510c       0
59229.447632 19.128787      NaN     17    19 c    0   1.09 105.8277 23.02908 10501.78  1312.60 2.83 2.65 -64.8 -0.377    19.75 21.77 01a59229o0235c       0
59229.450535 19.589310      NaN     -5    17 c    0   1.54 105.8277 23.02908 10522.14  1351.50 3.12 2.71 -66.1 -0.372    19.75 21.69 01a59229o0241c       0
59229.455694 19.674510      NaN      6    12 c    0   0.99 105.8277 23.02908 10465.24  1274.85 3.07 2.95 -73.2 -0.315    19.70 21.70 01a59229o0252c       0
59229.461358 20.103715      NaN     -1     9 c    0   1.31 105.8277 23.02908   570.63  1378.15 2.95 2.67  56.2 -0.387    19.69 21.70 01a59229o0264c       0
59229.464162 19.454622      NaN     20    11 c    0   1.08 105.8277 23.02908   589.23  1419.16 3.72 3.33  29.8 -0.322    19.56 21.69 01a59229o0270c       0
59229.465544 19.791368      NaN      4    11 c    0   1.17 105.8277 23.02908 10444.90  1394.75 3.22 2.76 -64.1 -0.362    19.52 21.83 01a59229o0273c       0
59229.469690 20.282105      NaN     -3     8 c    0   1.22 105.8277 23.02908   530.24  1337.98 2.60 2.47  12.7 -0.398    19.73 21.70 01a59229o0282c       0
59229.485408 19.922338      NaN      5     9 c    0   0.95 105.8277 23.02908   516.20  1453.16 2.53 2.29  29.7 -0.417    19.83 21.68 01a59229o0315c       0
59231.347506 20.449472      NaN    -12     8 c    0   1.43 105.8277 23.02908  9805.97  5178.87 2.63 2.48 -60.9 -0.410    19.68 21.42 02a59231o0318c       0
59231.350726 20.207197      NaN    -15    10 c    0   0.74 105.8277 23.02908  9826.52  5218.44 2.56 2.43 -62.2 -0.409    19.70 21.43 02a59231o0324c       0
59231.353927 19.841877      NaN      8     9 c    0   1.26 105.8277 23.02908  9768.72  5141.83 2.59 2.50 -62.6 -0.404    19.68 21.42 02a59231o0331c       0
59231.359125 20.071303      NaN      3     8 c    0   1.15 105.8277 23.02908  9749.94  5258.07 2.66 2.54 -57.0 -0.402    19.65 21.39 02a59231o0342c       0
59251.402420 20.449472      NaN    -14     8 c    0   1.27 105.8277 23.02908  6020.87  7398.54 2.49 2.45  61.6 -0.416    19.73 21.56 02a59251o0347c       0
59251.405643 19.868040      NaN      7     9 c    0   0.88 105.8277 23.02908  6003.18  7361.95 2.47 2.43 -69.6 -0.422    19.72 21.54 02a59251o0354c       0
59251.411604 20.321591      NaN    -11     9 c    0   1.45 105.8277 23.02908  6060.24  7440.19 2.50 2.45 -58.5 -0.419    19.67 21.55 02a59251o0367c       0
59251.435787 20.321591      NaN     -7     9 c    0   1.00 105.8277 23.02908  6080.82  7322.54 2.57 2.43  47.5 -0.412    19.66 21.54 02a59251o0418c       0
59253.351855 20.071303      NaN      3     8 c    0   1.30 105.8277 23.02908   760.79  8871.38 2.60 2.28 -82.2 -0.401    19.74 21.73 01a59253o0277c       0
59253.355049 20.207197      NaN    -15    10 c    0   0.70 105.8277 23.02908   781.13  8909.51 2.58 2.23 -77.4 -0.400    19.79 21.74 01a59253o0283c       0
59253.360276 20.321591      NaN    -16     9 c    0   0.77 105.8277 23.02908   723.96  8831.51 2.58 2.28 -76.8 -0.397    19.77 21.76 01a59253o0294c       0
59253.371286 20.362567      NaN     -5     8 c    0   1.21 105.8277 23.02908   707.02  8947.85 2.59 2.27 -73.3 -0.402    19.76 21.79 01a59253o0316c       0
59255.343341 20.207197      NaN    -19    10 c    0   0.96 105.8277 23.02908  6029.34  7402.06 2.58 2.44  40.7 -0.408    19.71 21.53 02a59255o0290c       0
59255.348823 20.039830      NaN     -2    10 c    0   1.02 105.8277 23.02908  6009.53  7363.18 2.66 2.44  40.3 -0.400    19.67 21.55 02a59255o0300c       0
59255.379660 19.696897      NaN     11    10 c    0   0.79 105.8277 23.02908  6064.83  7443.88 2.64 2.47  36.9 -0.398    19.67 21.63 02a59255o0364c       0
59255.382870 20.321591      NaN    -10     9 c    0   1.08 105.8277 23.02908  6086.28  7330.44 2.68 2.43  38.1 -0.394    19.71 21.62 02a59255o0371c       0
59257.383416 19.868040      NaN      7     9 c    0   0.68 105.8277 23.02908  2587.11  3271.74 2.36 2.30  81.3 -0.396    19.81 21.85 01a59257o0384c       0
59257.386179 20.594452      NaN     -9     7 c    0   1.19 105.8277 23.02908  2607.09  3310.42 2.36 2.29  74.1 -0.393    19.82 21.85 01a59257o0390c       0
59257.391276 20.449472      NaN    -13     8 c    0   1.04 105.8277 23.02908  2547.81  3230.97 2.40 2.32  18.6 -0.389    19.80 21.87 01a59257o0401c       0
59257.401034 20.207197      NaN    -10    10 c    0   1.37 105.8277 23.02908  2531.57  3345.94 2.40 2.28 -75.9 -0.404    19.55 21.93 01a59257o0421c       0
59261.330233 20.207197      NaN     -1     8 c    0   0.96 105.8277 23.02908  2575.45  3281.39 2.15 2.08  81.9 -0.403    19.88 21.78 01a59261o0259c       0
59261.337749 20.362567      NaN     -2     7 c    0   1.77 105.8277 23.02908  2597.29  3318.50 2.12 2.08 -87.3 -0.406    19.91 21.82 01a59261o0274c       0
59261.341447 20.449472      NaN    -12     8 c    0   0.87 105.8277 23.02908  2539.85  3240.35 2.14 2.08  64.4 -0.403    19.91 21.81 01a59261o0282c       0
59261.352328 20.495680      NaN     -5     7 c    0   1.77 105.8277 23.02908  2523.06  3354.44 2.22 2.15  -7.0 -0.398    19.86 21.79 01a59261o0304c       0
59277.309300 19.950541      NaN      4     9 c    0   0.80 105.8277 23.02908  8606.69  3426.93 2.64 2.44 -77.3 -0.394    19.89 21.57 01a59277o0207c       0
59277.314408 20.321591      NaN    -11     9 c    0   0.97 105.8277 23.02908  8627.91  3465.05 2.65 2.36 -80.5 -0.386    19.88 21.57 01a59277o0217c       0
59277.317173 19.816329      NaN      9     9 c    0   0.95 105.8277 23.02908  8570.25  3388.97 2.63 2.31 -80.2 -0.397    19.90 21.53 01a59277o0223c       0
59277.326963 20.449472      NaN    -20     8 c    0   1.08 105.8277 23.02908  8552.63  3503.58 2.59 2.23 -78.8 -0.401    19.91 21.58 01a59277o0243c       0
59287.274461 20.103715      NaN    -14    11 c    0   0.90 105.8277 23.02908  1945.23  9074.41 2.77 2.51 -55.1 -0.412    19.59 21.45 02a59287o0110c       0
59287.277288 20.207197      NaN    -14    10 c    0   1.19 105.8277 23.02908  1927.29  9035.94 2.82 2.50 -56.3 -0.409    19.57 21.44 02a59287o0116c       0
59287.282948 19.922338      NaN    -14    13 c    0   0.84 105.8277 23.02908  1983.95  9110.98 3.02 2.68 -52.2 -0.397    19.48 21.36 02a59287o0128c       0
59287.293335 19.510313      NaN     20    10 c    0   1.56 105.8277 23.02908  2005.52  8997.20 2.73 2.40 -55.3 -0.411    19.59 21.39 02a59287o0150c    4096
59313.278615 20.449472      NaN     -9     8 c    0   1.35 105.8277 23.02908  5087.75  9170.19 2.32 2.00 -77.1 -0.403    19.78 21.17 01a59313o0130c       0
59313.284145 19.816329      NaN     12     8 c    0   0.76 105.8277 23.02908  5107.47  9210.01 2.24 1.94 -76.5 -0.407    19.80 21.18 01a59313o0142c       0
59313.294756 20.039830      NaN     -2    10 c    0   0.96 105.8277 23.02908  5048.86  9132.27 2.29 1.97 -79.4 -0.409    19.78 21.19 01a59313o0165c       0
59313.297981 20.207197      NaN     -1     8 c    0   1.26 105.8277 23.02908  5028.95  9249.81 2.27 2.00 -79.1 -0.404    19.81 21.18 01a59313o0172c       0
59347.246642 19.102305      NaN      7    23 c    0   0.91 105.8277 23.02908  3543.52  1497.29 2.55 2.39 -67.8 -0.420    18.65 19.79 02a59347o0032c       0
59347.249843 18.921935      NaN     31    20 c    0   0.89 105.8277 23.02908  3524.24  1457.03 2.69 2.49 -71.3 -0.407    18.76 20.09 02a59347o0039c       0
59347.255345 19.491430      NaN      0    17 c    0   0.77 105.8277 23.02908  3584.46  1533.59 2.46 2.28 -62.2 -0.418    19.05 20.30 02a59347o0051c       0
59347.267734 19.743105      NaN     -3    14 c    0   1.18 105.8277 23.02908  3603.18  1416.57 2.49 2.34 -67.8 -0.412    18.98 20.30 02a59347o0078c       0
59467.604879 20.009244      NaN    -13    12 c    0   1.09 105.8277 23.02908  5891.17  5397.89 2.57 2.27  35.7 -0.384    19.42 20.93 02a59467o0809c       0
59467.609012 19.922338      NaN    -25    13 c    0   0.91 105.8277 23.02908  5908.74  5435.92 2.71 2.33  36.7 -0.377    19.39 20.94 02a59467o0818c       0
59467.626257 19.766969      NaN     -1    13 c    0   0.88 105.8277 23.02908  5850.84  5358.83 2.56 2.30  38.6 -0.383    19.38 20.89 02a59467o0854c       0
59467.636391 19.401649      NaN    -17    21 c    0   1.19 105.8277 23.02908  5831.15  5474.14 2.60 2.24  37.5 -0.375    18.87 20.06 02a59467o0876c       0
59519.488389 19.696897      NaN     11    10 c    0   1.00 105.8277 23.02908  6368.68  1123.07 2.44 2.29 -50.3 -0.402    19.62 21.37 02a59519o0652c       0
59519.523817 20.449472      NaN    -13     8 c    0   1.54 105.8277 23.02908  6397.34  1165.92 2.40 2.25 -66.0 -0.409    19.64 21.34 02a59519o0723c       0
59519.542755 19.979496      NaN      6     8 c    0   1.15 105.8277 23.02908  6353.29  1086.56 2.39 2.23 -70.9 -0.413    19.65 21.37 02a59519o0762c       0
59519.549603 20.321591      NaN     -9     9 c    0   0.95 105.8277 23.02908  6325.72  1206.63 2.39 2.27 -65.8 -0.404    19.63 21.36 02a59519o0774c       0
59523.548763 20.449472      NaN    -17     8 c    0   1.67 105.8277 23.02908  7854.88  5295.29 2.61 2.40  39.1 -0.390    19.62 21.36 02a59523o0785c       0
59523.550592 20.103715      NaN     -9    11 c    0   0.98 105.8277 23.02908  7873.76  5333.33 2.69 2.48  36.0 -0.387    19.61 21.36 02a59523o0789c       0
59523.563724 20.282105      NaN     -3     8 c    0   1.43 105.8277 23.02908  7814.45  5259.29 2.63 2.45  42.3 -0.386    19.61 21.39 02a59523o0815c       0
59523.566928 20.244005      NaN     -5     9 c    0   1.13 105.8277 23.02908  7795.66  5376.35 2.64 2.46  41.1 -0.385    19.59 21.40 02a59523o0822c       0
59523.651175 19.569016      NaN    -28    18 c    0   1.24 105.8277 23.02908  2743.62  5252.52 2.56 2.38  41.5 -0.392    18.74 19.95 02a59523o0992c       0
59527.496561 19.816329      NaN      3    11 c    0   0.97 105.8277 23.02908  7843.51  5295.75 2.69 2.40  36.9 -0.385    19.56 21.19 02a59527o0656c       0
59527.498405 20.449472      NaN    -31     8 c    0   2.26 105.8277 23.02908  7864.07  5334.97 2.68 2.39  37.6 -0.387    19.55 21.16 02a59527o0660c    4096
59527.505243 19.609992      NaN      9    12 c    0   0.93 105.8277 23.02908  7807.83  5258.75 2.62 2.34  38.5 -0.392    19.53 21.29 02a59527o0674c       0
59527.510297 19.950541      NaN     -5    12 c    0   0.98 105.8277 23.02908  7787.86  5374.81 2.63 2.39  38.8 -0.387    19.53 21.17 02a59527o0685c       0
59587.448319 20.207197      NaN     -8    10 c    0   1.08 105.8277 23.02908  8801.25  3569.78 2.50 2.46  84.8 -0.399    19.54 21.47 02a59587o0556c       0
59587.451541 20.103715      NaN    -21    11 c    0   0.80 105.8277 23.02908  8782.08  3530.84 2.50 2.47  49.9 -0.394    19.56 21.46 02a59587o0563c       0
59587.465758 19.841877      NaN      5    10 c    0   1.26 105.8277 23.02908  8841.27  3610.41 2.50 2.46  73.0 -0.399    19.58 21.46 02a59587o0593c       0
59587.470941 19.979496      NaN     -3    11 c    0   0.61 105.8277 23.02908  8863.63  3494.21 2.52 2.47  74.7 -0.396    19.56 21.46 02a59587o0604c       0
59605.903105 19.894850      NaN     -6    13 c    0   0.80 105.8277 23.02908  1648.83  4965.76 3.00 2.35  85.5 -0.397    19.34 21.37 03a59606o0295c       0
59605.905900 19.791368      NaN     -5    14 c    0   1.30 105.8277 23.02908  1668.11  5006.12 3.06 2.41  83.6 -0.395    19.30 21.35 03a59606o0301c       0
59605.911033 19.894850      NaN     -3    12 c    0   1.14 105.8277 23.02908  1614.63  4929.07 2.92 2.35  83.0 -0.401    19.36 21.34 03a59606o0312c       0
59613.392317 20.207197      NaN    -12    10 c    0   1.23 105.8277 23.02908  9880.99  7269.84 2.68 2.62  36.5 -0.413    19.65 21.57 02a59613o0420c       0
59613.395174 19.868040      NaN      4    10 c    0   1.22 105.8277 23.02908  9861.59  7231.73 2.68 2.66  -2.8 -0.410    19.64 21.58 02a59613o0426c       0
59613.400314 20.321591      NaN    -12     9 c    0   1.15 105.8277 23.02908  9919.82  7310.72 2.66 2.66 -14.7 -0.413    19.67 21.57 02a59613o0437c       0
59613.411810 20.207197      NaN    -13    10 c    0   0.96 105.8277 23.02908  9938.64  7195.68 2.62 2.59 -37.6 -0.414    19.68 21.57 02a59613o0462c       0
59614.390316 17.063000      NaN     98   146 c    0   0.19 105.8277 23.02908    30.33  7168.75 2.43 2.04 -50.1 -0.411    19.65 21.44 02a59614o0410c       2
59614.393712 19.652575      NaN     10    11 c    0   0.96 105.8277 23.02908  9884.01  7273.44 2.61 2.55  31.8 -0.414    19.69 21.47 02a59614o0417c       0
59614.397368 20.071303      NaN     -3    10 c    0   1.31 105.8277 23.02908  9864.87  7235.04 2.59 2.58  68.4 -0.413    19.67 21.47 02a59614o0425c       0
59614.402669 20.207197      NaN    -15    10 c    0   0.88 105.8277 23.02908  9924.47  7315.13 2.59 2.56 -69.6 -0.414    19.67 21.46 02a59614o0436c       0
59614.433861 19.841877      NaN      2    11 c    0   0.92 105.8277 23.02908  9935.88  7196.70 2.67 2.60 -58.9 -0.413    19.65 21.42 02a59614o0500c       0
59633.318071 19.979496      NaN      3     9 c    0   1.47 105.8277 23.02908   783.64  5382.39 2.49 2.37 -50.3 -0.425    19.57 21.33 02a59633o0242c       0
59633.321269 20.039830      NaN     -5    11 c    0   1.06 105.8277 23.02908   764.93  5344.62 2.55 2.43 -42.7 -0.421    19.52 21.33 02a59633o0249c       0
59633.327209 20.009244      NaN     -8    12 c    0   0.83 105.8277 23.02908   824.03  5421.06 2.62 2.48 -49.8 -0.427    19.53 21.32 02a59633o0262c       0
59633.336968 20.207197      NaN    -17    10 c    0   1.48 105.8277 23.02908   846.84  5307.85 2.49 2.40 -51.4 -0.435    19.53 21.33 02a59633o0283c       0
59637.332009 20.207197      NaN    -27    10 c    0   0.94 105.8277 23.02908   716.32  3444.07 2.49 2.34 -64.9 -0.432    19.63 21.49 02a59637o0244c       0
59637.335216 19.766969      NaN      5    11 c    0   0.94 105.8277 23.02908   698.83  3406.49 2.60 2.48 -64.8 -0.420    19.56 21.48 02a59637o0251c       0
59637.341199 20.207197      NaN     -8    10 c    0   0.83 105.8277 23.02908   756.21  3480.45 2.49 2.33 -60.4 -0.433    19.61 21.46 02a59637o0264c       0
59637.351712 20.009244      NaN    -11    12 c    0   0.76 105.8277 23.02908   776.66  3365.25 2.55 2.45 -70.3 -0.424    19.58 21.44 02a59637o0287c       0
59638.310694 19.950541      NaN      1    10 c    0   0.94 105.8277 23.02908   721.28  3445.19 2.50 2.33 -57.9 -0.424    19.64 21.43 02a59638o0223c       0
59638.313911 20.449472      NaN    -13     8 c    0   1.60 105.8277 23.02908   701.81  3405.82 2.45 2.34 -50.5 -0.425    19.68 21.43 02a59638o0230c       0
59638.319903 20.207197      NaN    -15    10 c    0   0.84 105.8277 23.02908   762.48  3486.17 2.43 2.30 -52.9 -0.430    19.67 21.44 02a59638o0243c       0
59638.329998 20.321591      NaN    -13     9 c    0   1.19 105.8277 23.02908   782.90  3370.57 2.40 2.30 -54.6 -0.429    19.69 21.45 02a59638o0265c       0
59645.302187 18.382935      NaN     19    45 c    0   0.84 105.8277 23.02908  2690.52  3330.97 2.29 2.13  12.0 -0.440    17.84 20.25 02a59645o0176c       0
59645.305236 16.802877      NaN   -382   230 c    0   1.63 105.8277 23.02908  2670.95  3291.69 2.28 2.17   9.8 -0.439    16.36 18.94 02a59645o0182c       2
59645.310722 18.878500      NaN    -37    34 c    0   1.32 105.8277 23.02908  2729.64  3369.48 2.31 2.21  14.9 -0.438    18.10 20.54 02a59645o0193c       0
59645.321040 18.836735      NaN     42    19 c    0   1.26 105.8277 23.02908  2750.71  3253.16 2.27 2.17  22.4 -0.436    18.73 21.15 02a59645o0214c       0
59661.296092 19.051202      NaN     20    20 c    0   1.09 105.8277 23.02908  1561.70  1592.66 2.44 2.30 -72.2 -0.440    18.63 20.43 02a59661o0183c       0
59661.300208 19.155932      NaN      3    23 c    0   1.47 105.8277 23.02908  1540.70  1553.55 2.41 2.28 -87.1 -0.443    18.45 20.32 02a59661o0192c       0
59661.306674 19.256669      NaN    -30    24 c    0   1.42 105.8277 23.02908  1601.36  1631.37 2.40 2.25 -77.1 -0.440    17.90 19.67 02a59661o0206c       0
59661.319136 19.894850      NaN     -6    13 c    0   0.92 105.8277 23.02908  1622.93  1514.60 2.39 2.25 -72.4 -0.450    19.43 21.35 02a59661o0233c       0
59662.311375 16.831577      NaN   -101   224 c    0   1.38 105.8277 23.02908  1563.37  1593.17 2.72 2.56  58.6 -0.421    16.82 18.72 02a59662o0008c       2
59662.315570 15.739727      NaN    753   359 c    0   0.97 105.8277 23.02908  1542.41  1554.49 2.55 2.42  62.2 -0.425    15.26 17.07 02a59662o0017c       2
59662.322544 18.878500      NaN     -1    32 c    0   1.16 105.8277 23.02908  1604.69  1633.60 2.48 2.37  69.4 -0.426    18.03 19.88 02a59662o0032c    8192
59662.337418 18.574166      NaN     -4    44 c    0   1.08 105.8277 23.02908  1627.11  1514.17 2.50 2.38 -88.9 -0.428    17.85 19.67 02a59662o0064c    8192
59665.245380 20.009244      NaN    -16    12 c    0   0.99 105.8277 23.02908  1568.36  1593.10 2.46 2.33 -73.2 -0.443    19.39 21.20 02a59665o0068c       0
59665.249086 20.009244      NaN    -11    12 c    0   1.20 105.8277 23.02908  1547.58  1553.14 2.51 2.26 -64.4 -0.449    19.45 21.20 02a59665o0076c       0
59665.255034 19.868040      NaN     -2    12 c    0   1.18 105.8277 23.02908  1607.18  1630.44 2.47 2.32 -68.3 -0.439    19.41 21.18 02a59665o0089c       0
59665.265614 19.841877      NaN     -9    14 c    0   0.79 105.8277 23.02908  1627.54  1512.47 2.48 2.26 -69.9 -0.445    19.42 21.16 02a59665o0112c       0
59666.286588 19.868040      NaN      4    10 c    0   1.91 105.8277 23.02908  4677.00  5177.16 2.48 2.25  38.2 -0.410    19.45 21.27 02a59666o0159c       0
59666.289787 20.207197      NaN    -10    10 c    0   1.07 105.8277 23.02908  4657.59  5137.85 2.45 2.22  39.8 -0.412    19.49 21.28 02a59666o0166c       0
59666.295753 19.766969      NaN      5    11 c    0   1.08 105.8277 23.02908  4714.49  5215.71 2.56 2.32  37.5 -0.401    19.45 21.28 02a59666o0179c       0
59666.306738 19.743105      NaN      9    10 c    0   1.27 105.8277 23.02908  4734.18  5099.68 2.54 2.25  38.6 -0.406    19.44 21.31 02a59666o0203c       0
59669.290124 19.979496      NaN     -6    12 c    0   0.80 105.8277 23.02908  4669.06  5174.22 2.58 2.29  37.7 -0.402    19.49 21.38 02a59669o0166c       0
59669.294245 19.367717      NaN     25    11 c    0   1.04 105.8277 23.02908  4650.54  5135.08 2.62 2.34  37.3 -0.396    19.45 21.37 02a59669o0175c    4096
59669.301164 20.103715      NaN    -13    11 c    0   0.83 105.8277 23.02908  4708.14  5212.41 2.58 2.30  39.0 -0.400    19.49 21.37 02a59669o0190c       0
